,Unnamed: 0,State,State_Abr,Zip Code,County,City,Street,Lat,Lon,Features,Trulia Est,History Events,Property Events,Beds,Baths,Sqft,Price_Per_Sqft,Year Built
2696,2696,California,CA,95003,Santa Cruz County,Aptos,28 Seascape Resort Dr,36.9524581,-121.8782371,Condo;$588/sqft;Lot Size: 1%263 sqft;$935/monthly HOA;Built in 1995;180+ Days on Trulia;4 Rooms;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Washer;Dryer;Refrigerator;Microwave;Dishwasher;Disposal;Floors: Carpet;Great Views;Fireplace;Barbeque Area;Cable Ready;Roof: Tile;Year Updated: 1995;Patio;Deck;Lawn;Garden;Pool;Hot Tub or Spa;MLS/Source ID: ML81716970;See Virtual Tour,$710%000,10/30/2018:$710%000:Sold;10/20/2018:$749%500:Pending;09/12/2018:$749%500:Price Change:$49%500: (-6%);08/26/2018:$799%000:Price Change:$76%000: (-9%);08/07/2018:$875%000:Price Change:$64%500: (-7%);07/31/2018:$939%500:Listed For Sale;03/31/2017:$688%000:Posting Removed;03/30/2017:$675%000:Sold;03/13/2017:$688%000:Pending;03/02/2017:$688%000:Listed For Sale;07/31/2008:$1%025%000:Sold;12/04/1998:$470%000:Sold;06/17/1996:$335%000:Sold;01/19/1996:$295%000:Sold,Year:2018;Tax:$8%370;Assessment:;Land:$522%750;Improvements:$158%100;Total:$680%850,?,?,?,$588/sqft,Built in 1995
2697,2697,California,CA,95003,Santa Cruz County,Aptos,29 Seascape Resort Dr,36.95265,-121.87876000000001,2 Beds;2.5 Baths;1%396 sqft;Condo;$204/sqft;741 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$803%874,02/26/1996:$285%000:Sold,Year:2018;Tax:$5%272;Assessment:;Land:$189%807;Improvements:$204%408;Total:$394%215,2 Beds,2.5 Baths,1%396 sqft,$204/sqft,Built in 1995
2698,2698,California,CA,95003,Santa Cruz County,Aptos,30 Seascape Resort Dr,36.952544700000004,-121.87832979999999,2 Beds;2.5 Baths;1%204 sqft;Condo;$237/sqft;523 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$722%027,03/15/1996:$285%000:Sold,Year:2018;Tax:$5%272;Assessment:;Land:$189%807;Improvements:$204%408;Total:$394%215,2 Beds,2.5 Baths,1%204 sqft,$237/sqft,Built in 1995
2699,2699,California,CA,95003,Santa Cruz County,Aptos,32 Seascape Resort Dr,36.9526442,-121.87845130000001,Condo;$625/sqft;Lot Size: 523 sqft;$73/monthly HOA;Built in 1995;180+ Days on Trulia;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Washer;Dryer;Microwave;Dishwasher;Floors: Carpet% Tile;Fireplace;Barbeque Area;Cable Ready;Luxury;Roof: Composition;Deck;Garden;Pool;Hot Tub or Spa;MLS/Source ID: ML81648428;,$727%523,10/01/2017:$750%000:Posting Removed;04/25/2017:$750%000:Listed For Sale;02/16/2016:$775%000:Posting Removed;06/16/2015:$775%000:Listed For Sale;07/01/2013:$659%000:Posting Removed;03/18/2013:$659%000:Listed For Sale;08/28/2012:$699%000:Posting Removed;12/09/2011:$699%000:Listed For Sale;06/23/2003:$515%000:Sold;10/06/2000:$262%500:Sold;01/19/1996:$285%000:Sold,Year:2018;Tax:$7%764;Assessment:;Land:$406%112;Improvements:$218%674;Total:$624%786,?,?,?,$625/sqft,Built in 1995
2700,2700,California,CA,95003,Santa Cruz County,Aptos,33 Seascape Resort Dr,36.952490000000004,-121.87895,Condo;Lot Size: 523 sqft;$607/monthly HOA;Built in 1995;MLS/Source ID: 81472235;,$718%755,09/10/2015:$799%000:Posting Removed;06/25/2015:$799%000:Listed For Sale;03/17/2015:$775%000:Posting Removed;01/30/2015:$775%000:Listed For Sale;01/26/2014:$675%000:Posting Removed;08/28/2013:$675%000:Listed For Sale;06/12/2013:$680%000:Posting Removed;02/14/2013:$680%000:Listed For Sale;01/01/2013:$679%999:Posting Removed;08/25/2012:$679%999:Listed For Sale;08/04/2000:$525%000:Sold;02/14/1996:$285%000:Sold,Year:2018;Tax:$9%613;Assessment:;Land:$639%846;Improvements:$156%060;Total:$795%906,?,?,?,?,Built in 1995
2701,2701,California,CA,95003,Santa Cruz County,Aptos,34 Seascape Resort Dr,36.9526576,-121.87872639999999,Condo;$572/sqft;Lot Size: 523 sqft;$919/monthly HOA;Built in 1995;180+ Days on Trulia;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Washer;Dryer;Refrigerator;Microwave;Dishwasher;Disposal;Floors: Carpet% Tile;Fireplace;Fitness Center;Tennis Court;Doorman;Cable Ready;Roof: Tile;Garden;Pool;Hot Tub or Spa;Sauna;MLS/Source ID: ML81691067;See Virtual Tour,$715%800,02/08/1996:$285%000:Sold,Year:2018;Tax:$5%272;Assessment:;Land:$189%807;Improvements:$204%408;Total:$394%215,?,?,?,$572/sqft,Built in 1995
2702,2702,California,CA,95003,Santa Cruz County,Aptos,35 Seascape Resort Dr,36.952420000000004,-121.87905,2 Beds;2.5 Baths;1%204 sqft;Condo;$170/sqft;523 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$720%138,05/13/2013:$205%000:Sold;02/16/1996:$285%000:Sold,Year:2018;Tax:$6%669;Assessment:;Land:$300%336;Improvements:$223%145;Total:$523%481,2 Beds,2.5 Baths,1%204 sqft,$170/sqft,Built in 1995
2703,2703,California,CA,95003,Santa Cruz County,Aptos,36 Seascape Resort Dr,36.9525821,-121.87884469999999,2 Beds;2.5 Baths;1%204 sqft;Condo;$237/sqft;523 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$727%647,02/09/1996:$285%000:Sold,Year:2018;Tax:$5%272;Assessment:;Land:$189%807;Improvements:$204%408;Total:$394%215,2 Beds,2.5 Baths,1%204 sqft,$237/sqft,Built in 1995
2704,2704,California,CA,95003,Santa Cruz County,Aptos,37 Seascape Resort Dr,36.95234,-121.87915,Condo;Lot Size: 523 sqft;Built in 1995;180+ Days on Trulia;MLS/Source ID: 80826604;,$741%152,11/30/2010:$737%500:Sold;04/08/2009:$929%000:Posting Removed;10/18/2008:$929%000:Listed For Sale;02/15/1996:$285%000:Sold,Year:2018;Tax:$9%804;Assessment:;Land:$588%328;Improvements:$225%196;Total:$813%524,?,?,?,?,Built in 1995
2705,2705,California,CA,95003,Santa Cruz County,Aptos,38 Seascape Resort Dr,36.9525057,-121.87895049999999,Condo;$639/sqft;Lot Size: 523 sqft;Built in 1995;MLS/Source ID: 81403965;,$747%216,04/01/2014:$750%000:Sold;01/30/1996:$285%000:Sold,Year:2018;Tax:$9%657;Assessment:;Land:$541%379;Improvements:$258%569;Total:$799%948,?,?,?,$639/sqft,Built in 1995
2706,2706,California,CA,95003,Santa Cruz County,Aptos,39 Seascape Resort Dr,36.952259999999995,-121.87923,Condo;$731/sqft;Lot Size: 523 sqft;Built in 1995;180+ Days on Trulia;See Virtual Tour,$759%391,10/01/2014:$895%000:Posting Removed;09/26/2014:$800%000:Sold;09/18/2014:$800%000:Sold;08/22/2014:$849%000:Posting Removed;07/23/2014:$849%000:Price Change:$46%000: (-5%);07/02/2014:$895%000:Price Change:$4%000: (-0%);06/14/2014:$899%000:Price Change:$51%000: (-5%);04/08/2014:$950%000:Listed For Sale;01/18/1996:$295%000:Sold,Year:2018;Tax:$9%522;Assessment:;Land:$551%250;Improvements:$236%250;Total:$787%500,?,?,?,$731/sqft,Built in 1995
2707,2707,California,CA,95003,Santa Cruz County,Aptos,40 Seascape Resort Dr,36.952411700000006,-121.87906909999998,2 Beds;2.5 Baths;1%200 sqft;Condo;523 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$748%786,04/24/1996:$297%500:Sold,Year:2018;Tax:$8%576;Assessment:;Land:$472%783;Improvements:$229%636;Total:$702%419,2 Beds,2.5 Baths,1%200 sqft,?,Built in 1995
2708,2708,California,CA,95003,Santa Cruz County,Aptos,41 Seascape Resort Dr,36.95219,-121.87919,2 Beds;2.5 Baths;1%204 sqft;Condo;$245/sqft;566 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$750%921,02/01/1996:$295%000:Sold,Year:2018;Tax:$7%116;Assessment:;Land:$357%964;Improvements:$209%376;Total:$567%340,2 Beds,2.5 Baths,1%204 sqft,$245/sqft,Built in 1995
2709,2709,California,CA,95003,Santa Cruz County,Aptos,42 Seascape Resort Dr,36.9521962,-121.87912490000001,Condo;Lot Size: 653 sqft;Built in 1995;180+ Days on Trulia;4 Rooms;,$850%000,01/22/2019:$850%000:Sold;01/21/2014:$799%000:Posting Removed;10/25/2013:$799%000:Price Change:$50%000: (-6%);09/05/2013:$849%000:Price Change:$26%000: (-3%);08/20/2013:$875%000:Posting Removed;02/25/2013:$875%000:Listed For Sale;08/01/2012:$899%000:Posting Removed;07/12/2012:$899%000:Listed For Sale;07/10/2012:$899%000:Posting Removed;03/02/2012:$899%000:Listed For Sale;03/01/2012:$899%000:Posting Removed;10/17/2011:$899%000:Listed For Sale;08/07/2011:$949%000:Posting Removed;11/25/2010:$949%000:Listed For Sale;10/18/2010:$949%000:Posting Removed;10/01/2009:$949%000:Listed For Sale;05/01/1997:$395%000:Sold;02/28/1996:$295%000:Sold,Year:2018;Tax:$9%323;Assessment:;Land:$489%395;Improvements:$279%685;Total:$769%080,?,?,?,?,Built in 1995
2710,2710,California,CA,95003,Santa Cruz County,Aptos,43 Seascape Resort Dr,36.952090000000005,-121.87943999999999,Condo;Lot Size: 1%045 sqft;Built in 1995;180+ Days on Trulia;MLS/Source ID: 81138766;See Virtual Tour,$756%067,02/10/2012:$799%000:Posting Removed;01/05/2012:$799%000:Price Change:$60%000: (-7%);09/10/2011:$859%000:Listed For Sale;11/14/2003:$725%000:Sold,Year:2018;Tax:$10%600;Assessment:;Land:$687%264;Improvements:$199%931;Total:$887%195,?,?,?,?,Built in 1995
2711,2711,California,CA,95003,Santa Cruz County,Aptos,44 Seascape Resort Dr,36.9518751,-121.87919380000001,Condo;$781/sqft;Lot Size: 1%002 sqft;$600/monthly HOA;Built in 1995;Rooms: Bedroom% Kitchen% Living Room% Family Room% Laundry Room% Dining Room;Great Views;Fireplace;Contemporary Architecture;Foundation Type: Concrete perimeter and slab;Roof: Tile Concrete;Patio;MLS/Source ID: 81305546;,$761%508,08/08/2014:$855%000:Sold;08/06/2014:$889%000:Posting Removed;06/18/2014:$889%000:Posting Removed;06/12/2014:$889%000:Pending to Active Status;05/29/2014:$889%000:Listed For Sale;05/28/2014:$889%000:Posting Removed;05/22/2014:$889%000:Pending;05/08/2014:$889%000:Listed For Sale;02/25/2013:$889%000:Listed For Sale;08/07/2011:$1%149%000:Posting Removed;04/04/2010:$1%149%000:Listed For Sale;10/19/2009:$469%000:Posting Removed;07/22/2009:$469%000:Listed For Sale;01/30/1997:$360%000:Sold;06/23/1995:$260%000:Sold,Year:2018;Tax:$10%688;Assessment:;Land:$688%580;Improvements:$210%831;Total:$899%411,?,?,?,$781/sqft,Built in 1995
2712,2712,California,CA,95003,Santa Cruz County,Aptos,45 Seascape Resort Dr,36.95195,-121.87961000000001,2 Beds;2 Baths;1%524 sqft;Condo;$171/sqft;1%394 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$808%742,06/23/1995:$260%000:Sold,Year:2018;Tax:$4%921;Assessment:;Land:$191%914;Improvements:$169%772;Total:$361%686,2 Beds,2 Baths,1%524 sqft,$171/sqft,Built in 1995
2713,2713,California,CA,95003,Santa Cruz County,Aptos,46 Seascape Resort Dr,36.9518751,-121.87918190000002,2 Beds;2 Baths;1%836 sqft;Single Family Home;1%742 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;5 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Single Family Residential;,$1%053%439,06/09/1995:$265%000:Sold,Year:2018;Tax:$4%925;Assessment:;Land:$199%300;Improvements:$169%773;Total:$369%073,2 Beds,2 Baths,1%836 sqft,?,Built in 1995
2714,2714,California,CA,95003,Santa Cruz County,Aptos,47 Seascape Resort Dr,36.9518,-121.87963,2 Beds;2 Baths;1%546 sqft;Condo;$171/sqft;1%481 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$813%518,06/27/1995:$265%000:Sold,Year:2018;Tax:$5%001;Assessment:;Land:$199%299;Improvements:$169%772;Total:$369%071,2 Beds,2 Baths,1%546 sqft,$171/sqft,Built in 1995
2715,2715,California,CA,95003,Santa Cruz County,Aptos,49 Seascape Resort Dr,36.95174,-121.87941000000001,2 Beds;2 Baths;1%760 sqft;Condo;$151/sqft;2%004 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$827%524,06/21/1995:$265%000:Sold,Year:2018;Tax:$4%920;Assessment:;Land:$162%386;Improvements:$206%677;Total:$369%063,2 Beds,2 Baths,1%760 sqft,$151/sqft,Built in 1995
2716,2716,California,CA,95003,Santa Cruz County,Aptos,50 Seascape Resort Dr,36.9518751,-121.87915790000001,Condo;Lot Size: 1%002 sqft;Built in 1995;,$757%482,04/14/2006:$1%050%000:Sold;07/30/2004:$760%000:Sold;10/04/2001:$615%000:Sold;03/19/1999:$439%000:Sold;05/20/1998:$415%000:Sold,Year:2018;Tax:$10%738;Assessment:;Land:$750%000;Improvements:$150%000;Total:$900%000,?,?,?,?,Built in 1995
2717,2717,California,CA,95003,Santa Cruz County,Aptos,51 Seascape Resort Dr,36.95199,-121.87957,3 Beds;3.5 Baths;2%550 sqft;Condo;$492/sqft;1%307 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;7 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$1%121%945,09/22/1999:$1%255%000:Sold;07/11/1997:$850%000:Sold;06/27/1995:$450%000:Sold,Year:2018;Tax:$19%166;Assessment:;Land:$1%283%272;Improvements:$399%167;Total:$1%682%439,3 Beds,3.5 Baths,2%550 sqft,$492/sqft,Built in 1995
2718,2718,California,CA,95003,Santa Cruz County,Aptos,52 Seascape Resort Dr,36.9518751,-121.8791459,2 Beds;2.5 Baths;1%385 sqft;Condo;$188/sqft;741 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;5 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$809%824,06/07/1995:$260%000:Sold,Year:2018;Tax:$4%921;Assessment:;Land:$191%914;Improvements:$169%772;Total:$361%686,2 Beds,2.5 Baths,1%385 sqft,$188/sqft,Built in 1995
2719,2719,California,CA,95003,Santa Cruz County,Aptos,53 Seascape Resort Dr,36.95189,-121.8796,2 Beds;2 Baths;1%267 sqft;Condo;$205/sqft;741 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$770%834,06/09/1995:$260%000:Sold,Year:2018;Tax:$5%958;Assessment:;Land:$221%438;Improvements:$236%200;Total:$457%638,2 Beds,2 Baths,1%267 sqft,$205/sqft,Built in 1995
2720,2720,California,CA,95003,Santa Cruz County,Aptos,54 Seascape Resort Dr,36.9518751,-121.87913400000001,Condo;$703/sqft;Lot Size: 828 sqft;Built in 1995;180+ Days on Trulia;MLS/Source ID: 81316296;,$772%091,11/04/2014:$840%000:Sold;08/12/2014:$889%000:Posting Removed;06/14/2014:$889%000:Price Change:$11%000: (-1%);02/07/2014:$900%000:Listed For Sale;02/02/2014:$900%000:Posting Removed;11/05/2013:$900%000:Listed For Sale;11/02/2013:$900%000:Posting Removed;05/14/2013:$900%000:Listed For Sale;07/18/1995:$335%000:Sold;06/19/1995:$255%000:Sold,Year:2018;Tax:$10%515;Assessment:;Land:$612%317;Improvements:$267%024;Total:$879%341,?,?,?,$703/sqft,Built in 1995
2721,2721,California,CA,95003,Santa Cruz County,Aptos,56 Seascape Resort Dr,36.9518751,-121.879122,2 Beds;2 Baths;1%144 sqft;Condo;$393/sqft;1%089 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$756%732,07/30/1997:$450%000:Sold,Year:2018;Tax:$7%639;Assessment:;Land:$449%078;Improvements:$165%597;Total:$614%675,2 Beds,2 Baths,1%144 sqft,$393/sqft,Built in 1995
2722,2722,California,CA,95003,Santa Cruz County,Aptos,57 Seascape Resort Dr,36.95178,-121.87936,2 Beds;2 Baths;1%425 sqft;Condo;$288/sqft;1%350 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$810%721,06/12/1997:$410%000:Sold,Year:2018;Tax:$7%153;Assessment:;Land:$300%599;Improvements:$269%105;Total:$569%704,2 Beds,2 Baths,1%425 sqft,$288/sqft,Built in 1995
2723,2723,California,CA,95003,Santa Cruz County,Aptos,58 Seascape Resort Dr,36.951646600000004,-121.8787587,Condo;Lot Size: 1%002 sqft;$715/monthly HOA;Built in 1995;Rooms: Dining Room% Laundry Room% Family Room% Living Room% Kitchen% Bedroom;Great Views;Fireplace;Parking Spaces: 1;Barbeque Area;Foundation Type: Concrete perimeter and slab;Roof: Concrete Tile;MLS/Source ID: 81462912;,$757%915,09/28/2015:$799%000:Posting Removed;09/25/2015:$750%000:Sold;09/04/2015:$799%000:Pending;07/07/2015:$799%000:Price Change:$26%000: (-3%);05/01/2015:$825%000:Price Change:$24%000: (-3%);02/25/2015:$849%000:Posting Removed;02/12/2015:$849%000:Listed For Sale;12/02/2014:$849%000:Listed For Sale;11/29/2014:$849%000:Posting Removed;11/21/2014:$849%000:Listed For Sale;08/23/2014:$849%000:Posting Removed;07/02/2014:$849%000:Listed For Sale;10/24/2012:$799%000:Posting Removed;10/17/2012:$799%000:Listed For Sale;10/14/2012:$799%000:Posting Removed;06/27/2012:$799%000:Listed For Sale;05/02/2012:$799%000:Posting Removed;01/17/2012:$799%000:Listed For Sale;01/15/2012:$799%000:Posting Removed;01/07/2012:$799%000:Listed For Sale;01/06/2012:$799%000:Posting Removed;11/16/2011:$799%000:Price Change:$10%000: (-1%);10/07/2011:$809%000:Listed For Sale;09/18/2006:$900%000:Sold;06/06/1996:$315%000:Sold;11/15/1995:$275%000:Sold,Year:2018;Tax:$9%361;Assessment:;Land:$550%996;Improvements:$224%102;Total:$775%098,?,?,?,?,Built in 1995
2724,2724,California,CA,95003,Santa Cruz County,Aptos,59 Seascape Resort Dr,36.95148,-121.8792,2 Beds;2 Baths;1%202 sqft;Condo;$998/sqft;1%133 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$817%317,03/01/2018:$1%200%000:Sold;04/15/2004:$580%000:Sold;02/09/1996:$360%000:Sold,Year:2018;Tax:$6%456;Assessment:;Land:$197%107;Improvements:$306%612;Total:$503%719,2 Beds,2 Baths,1%202 sqft,$998/sqft,Built in 1995
2725,2725,California,CA,95003,Santa Cruz County,Aptos,60 Seascape Resort Dr,36.9516485,-121.8787564,2 Beds;2 Baths;1%088 sqft;Condo;$391/sqft;1%045 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$796%810,01/14/1997:$425%000:Sold;09/28/1995:$315%000:Sold,Year:2018;Tax:$7%354;Assessment:;Land:$322%073;Improvements:$264%814;Total:$586%887,2 Beds,2 Baths,1%088 sqft,$391/sqft,Built in 1995
2726,2726,California,CA,95003,Santa Cruz County,Aptos,61 Seascape Resort Dr,36.95139,-121.87906000000001,2 Beds;2 Baths;1%204 sqft;Condo;$390/sqft;1%133 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$795%054,08/05/1997:$470%000:Sold;09/20/1995:$217%500:Sold,Year:2018;Tax:$8%446;Assessment:;Land:$482%240;Improvements:$206%676;Total:$688%916,2 Beds,2 Baths,1%204 sqft,$390/sqft,Built in 1995
2727,2727,California,CA,95003,Santa Cruz County,Aptos,62 Seascape Resort Dr,36.9516504,-121.878754,2 Beds;2 Baths;1%144 sqft;Condo;$275/sqft;1%045 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$768%194,09/15/1995:$315%000:Sold,Year:2018;Tax:$5%746;Assessment:;Land:$189%807;Improvements:$248%208;Total:$438%015,2 Beds,2 Baths,1%144 sqft,$275/sqft,Built in 1995
2728,2728,California,CA,95003,Santa Cruz County,Aptos,64 Seascape Resort Dr,36.9516523,-121.87875159999999,2 Beds;2 Baths;1%086 sqft;Condo;$281/sqft;1%002 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;5 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$758%054,09/21/1995:$305%000:Sold,Year:2018;Tax:$7%108;Assessment:;Land:$336%808;Improvements:$228%748;Total:$565%556,2 Beds,2 Baths,1%086 sqft,$281/sqft,Built in 1995
2729,2729,California,CA,95003,Santa Cruz County,Aptos,65 Seascape Resort Dr,36.95146,-121.87881000000002,Condo;Lot Size: 1%002 sqft;Built in 1995;180+ Days on Trulia;MLS/Source ID: 81134757;,$771%778,01/08/1998:$415%000:Sold;09/27/1995:$295%000:Sold,Year:2018;Tax:$7%108;Assessment:;Land:$336%808;Improvements:$228%748;Total:$565%556,?,?,?,?,Built in 1995
2730,2730,California,CA,95003,Santa Cruz County,Aptos,66 Seascape Resort Dr,36.9516542,-121.8787493,2 Beds;2 Baths;1%086 sqft;Condo;$861/sqft;1%002 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$758%139,05/08/2007:$935%000:Sold;09/14/1995:$275%000:Sold,Year:2018;Tax:$9%036;Assessment:;Land:$590%000;Improvements:$150%000;Total:$740%000,2 Beds,2 Baths,1%086 sqft,$861/sqft,Built in 1995
2731,2731,California,CA,95003,Santa Cruz County,Aptos,68 Seascape Resort Dr,36.9516561,-121.87874690000001,Condo;$723/sqft;Lot Size: 1%002 sqft;Built in 1995;180+ Days on Trulia;Balcony;Security System;Cable / Satellite;Patio;Garden;MLS/Source ID: 81200156;,$760%436,11/12/2015:$825%000:Posting Removed;11/10/2015:$750%000:Sold;10/16/2015:$825%000:Pending;07/24/2015:$825%000:Listed For Sale;06/19/2012:$799%000:Posting Removed;01/05/2012:$799%000:Listed For Sale;11/16/2011:$859%000:Posting Removed;01/09/2010:$859%000:Price Change:$16%000: (-2%);10/01/2009:$875%000:Listed For Sale;10/13/2000:$550%000:Sold;09/28/1995:$275%000:Sold,Year:2018;Tax:$9%360;Assessment:;Land:$546%522;Improvements:$225%975;Total:$772%497,?,?,?,$723/sqft,Built in 1995
2732,2732,California,CA,95003,Santa Cruz County,Aptos,69 Seascape Resort Dr,36.9517,-121.8784,2 Beds;2 Baths;1%259 sqft;Condo;$218/sqft;1%133 sqft lot size;Built in 1995;County: Santa Cruz;Tax Rate Code Area: 69-268;4 Rooms;Heating: Central;Units: 1;Roof: Tile;Land Use Code: Condominium (Residential);,$801%605,09/14/1995:$275%000:Sold,Year:2018;Tax:$5%115;Assessment:;Land:$175%205;Improvements:$204%408;Total:$379%613,2 Beds,2 Baths,1%259 sqft,$218/sqft,Built in 1995
